No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Kualitas_Udara,TEMP_Category
10698,2014,Mei,20,17,26.0,57.0,7.0,28.0,0.3,172.0,30.5,996.7,8.8,0.0,South-West,3.2,Aotizhongxin,1,Panas
10699,2014,Mei,20,18,25.0,95.0,4.0,34.0,0.3,173.0,28.7,997.3,9.4,0.0,South-West,1.9,Aotizhongxin,1,Panas
10700,2014,Mei,20,19,24.0,97.0,5.0,34.0,0.3,166.0,27.4,997.9,10.1,0.0,South-South-West,1.7,Aotizhongxin,1,Panas
10701,2014,Mei,20,20,38.0,106.0,7.0,45.0,0.6,153.0,26.6,998.7,14.0,0.0,South-South-West,1.4,Aotizhongxin,2,Panas
10702,2014,Mei,20,21,78.0,345.0,10.0,66.0,1.3,131.0,24.7,1000.0,14.8,0.0,South,1.5,Aotizhongxin,3,Hangat
10703,2014,Mei,20,22,130.0,267.0,21.0,52.0,2.3,155.0,23.5,1000.2,14.5,0.0,South-South-East,1.5,Aotizhongxin,3,Hangat
10704,2014,Mei,20,23,123.0,212.0,25.0,63.0,1.9,116.0,22.5,1000.2,14.1,0.0,North-East,0.8,Aotizhongxin,2,Hangat
10705,2014,Mei,21,0,114.0,209.0,20.0,73.0,1.5,53.0,20.5,1001.4,11.9,0.0,East-North-East,1.4,Aotizhongxin,2,Hangat
10706,2014,Mei,21,1,95.0,114.6,18.4,60.5,0.9,47.7,19.2,999.9,13.1,0.0,East,0.9,Aotizhongxin,2,Hangat
10707,2014,Mei,21,2,87.8,131.9,20.3,46.1,1.0,43.5,18.8,1000.4,12.5,0.0,North-North-East,0.6,Aotizhongxin,2,Hangat
10708,2014,Mei,21,3,84.6,125.3,16.9,40.5,0.8,38.8,17.5,1000.6,12.8,0.0,North-East,0.1,Aotizhongxin,2,Hangat
10709,2014,Mei,21,4,85.0,125.0,17.0,40.0,0.8,39.0,17.2,1000.9,13.5,0.0,East-North-East,0.4,Aotizhongxin,2,Hangat
10710,2014,Mei,21,5,85.6,98.8,14.2,59.305833186451636,1.0,21.2,17.5,1001.6,12.8,0.0,North-East,1.7,Aotizhongxin,2,Hangat
10711,2014,Mei,21,6,86.0,99.0,14.0,59.4,1.0,21.0,19.4,1002.1,13.1,0.0,North-East,0.9,Aotizhongxin,2,Hangat
10712,2014,Mei,21,7,78.0,83.0,27.0,59.0,1.2,29.0,20.9,1002.2,13.3,0.0,West-North-West,1.0,Aotizhongxin,2,Hangat
10713,2014,Mei,21,8,85.0,160.0,33.0,75.0,1.3,22.0,23.1,1002.0,13.8,0.0,East-North-East,1.0,Aotizhongxin,2,Hangat
10714,2014,Mei,21,9,89.0,155.0,33.0,58.0,1.1,55.0,24.3,1001.6,13.2,0.0,South-South-West,0.9,Aotizhongxin,2,Hangat
10715,2014,Mei,21,10,101.0,167.0,28.0,62.0,1.1,65.0,25.7,1001.0,14.2,0.0,South-South-West,1.3,Aotizhongxin,2,Panas
10716,2014,Mei,21,11,101.0,144.0,28.0,56.0,1.1,96.0,27.5,1000.3,14.5,0.0,South-West,2.0,Aotizhongxin,2,Panas
10717,2014,Mei,21,12,100.0,158.0,26.0,61.0,1.2,119.0,28.7,999.5,13.8,0.0,South-West,2.3,Aotizhongxin,2,Panas
10718,2014,Mei,21,13,106.0,168.0,27.0,64.0,1.3,148.0,30.0,998.5,15.3,0.0,South-South-West,2.2,Aotizhongxin,2,Panas
10719,2014,Mei,21,14,125.0,209.0,27.0,66.0,1.3,177.0,30.6,998.0,15.8,0.0,South,1.7,Aotizhongxin,2,Panas
10720,2014,Mei,21,15,126.0,225.0,32.0,53.0,1.6,233.0,30.7,997.4,17.0,0.0,South-West,3.1,Aotizhongxin,2,Panas
10721,2014,Mei,21,16,128.0,277.0,35.0,42.0,1.6,251.0,30.0,997.3,16.8,0.0,South-West,3.3,Aotizhongxin,3,Panas
10722,2014,Mei,21,17,125.0,228.0,35.0,35.0,1.2,262.0,29.5,997.4,16.7,0.0,South-West,2.5,Aotizhongxin,2,Panas
10723,2014,Mei,21,18,132.0,256.0,37.0,43.0,1.3,255.0,28.6,998.1,17.2,0.0,South-West,1.7,Aotizhongxin,3,Panas
10724,2014,Mei,21,19,137.0,242.0,34.0,42.0,1.4,261.0,26.5,998.1,17.6,0.0,South-South-West,1.2,Aotizhongxin,2,Panas
10725,2014,Mei,21,20,141.0,257.0,30.0,63.0,1.4,219.0,24.3,999.2,18.0,0.0,East,0.0,Aotizhongxin,3,Hangat
10726,2014,Mei,21,21,154.0,344.0,24.0,89.0,1.5,143.0,23.3,999.7,19.0,0.0,West-North-West,0.6,Aotizhongxin,3,Hangat
10727,2014,Mei,21,22,167.0,328.0,21.0,123.0,1.7,86.0,21.8,999.4,18.2,0.0,South-South-East,0.0,Aotizhongxin,3,Hangat
10728,2014,Mei,21,23,174.0,307.0,19.0,141.0,1.9,37.0,20.7,999.2,18.1,0.0,South-East,0.0,Aotizhongxin,3,Hangat
10729,2014,Mei,22,0,150.0,246.0,16.0,149.0,1.9,13.0,20.1,999.4,17.9,0.0,South-East,0.0,Aotizhongxin,2,Hangat
10730,2014,Mei,22,1,147.0,233.0,18.0,125.0,1.6,13.0,19.8,999.4,17.9,0.0,South,0.0,Aotizhongxin,2,Hangat
10731,2014,Mei,22,2,153.0,309.0,18.0,138.0,1.7,2.0,19.3,999.3,18.1,0.0,South-East,0.4,Aotizhongxin,3,Hangat
10732,2014,Mei,22,3,191.0,434.0,16.0,139.0,1.8,2.0,19.1,999.6,17.6,0.0,East-South-East,0.4,Aotizhongxin,3,Hangat
10733,2014,Mei,22,4,180.0,395.0,13.0,138.0,1.9,2.0,19.0,999.8,17.3,0.0,North-East,1.2,Aotizhongxin,3,Hangat
10734,2014,Mei,22,5,201.0,399.0,13.0,131.0,2.1,2.0,19.4,1000.6,17.2,0.0,North-East,1.3,Aotizhongxin,3,Hangat
10735,2014,Mei,22,6,200.0,297.0,13.0,115.0,1.9,2.0,20.7,1001.1,17.3,0.0,North-East,1.1,Aotizhongxin,3,Hangat
10736,2014,Mei,22,7,225.6,341.5,16.9,93.8,1.6,2.7,22.5,1001.9,17.4,0.0,North-North-East,1.4,Aotizhongxin,3,Hangat
10737,2014,Mei,22,8,253.0,369.0,25.0,88.0,1.9,15.0,24.6,1002.2,18.3,0.0,North-East,1.6,Aotizhongxin,3,Hangat
10738,2014,Mei,22,9,276.0,391.0,30.0,89.0,2.2,39.0,26.4,1002.2,19.0,0.0,North-East,2.0,Aotizhongxin,3,Panas
10739,2014,Mei,22,10,290.0,385.0,36.0,87.0,2.3,88.0,28.7,1001.3,18.8,0.0,South-South-East,1.9,Aotizhongxin,3,Panas
10740,2014,Mei,22,11,282.0,353.0,42.0,78.0,2.4,149.0,30.7,1000.8,19.7,0.0,South-South-East,1.5,Aotizhongxin,3,Panas
10741,2014,Mei,22,12,266.0,275.0,40.0,72.0,2.2,213.0,33.0,1000.0,12.1,0.0,South-West,2.5,Aotizhongxin,3,Panas
10742,2014,Mei,22,13,173.0,173.0,35.0,40.0,1.1,257.0,33.6,999.7,8.9,0.0,South-West,3.1,Aotizhongxin,3,Panas
10743,2014,Mei,22,14,82.0,82.0,23.0,25.0,0.6,208.0,33.5,999.4,10.8,0.0,South-West,3.4,Aotizhongxin,2,Panas
10744,2014,Mei,22,15,71.0,144.0,12.0,25.0,0.4,182.0,33.5,999.1,8.9,0.0,West-South-West,3.9,Aotizhongxin,2,Panas
10745,2014,Mei,22,16,63.0,169.0,10.0,24.0,0.4,181.0,33.0,999.1,9.7,0.0,South-West,4.6,Aotizhongxin,2,Panas
10746,2014,Mei,22,17,62.0,166.0,10.0,25.0,0.4,165.0,32.2,999.3,9.7,0.0,South-West,3.4,Aotizhongxin,2,Panas
10747,2014,Mei,22,18,49.0,60.0,9.0,24.0,0.4,148.0,31.1,999.7,10.4,0.0,South-West,2.6,Aotizhongxin,1,Panas
10748,2014,Mei,22,19,42.0,165.0,8.0,27.0,0.4,136.0,30.0,1000.3,11.5,0.0,South-West,2.4,Aotizhongxin,2,Panas
10749,2014,Mei,22,20,59.0,198.0,10.0,40.0,0.5,130.0,28.2,1001.5,13.7,0.0,West-South-West,1.1,Aotizhongxin,2,Panas
10750,2014,Mei,22,21,63.0,120.0,9.0,51.0,0.5,110.0,26.6,1002.1,14.4,0.0,South-West,1.4,Aotizhongxin,2,Panas
10751,2014,Mei,22,22,67.0,154.0,8.0,57.0,0.5,88.0,27.2,1002.6,13.9,0.0,South-West,1.9,Aotizhongxin,2,Panas
10752,2014,Mei,22,23,69.0,76.0,10.0,43.0,0.4,118.0,26.7,1002.8,14.1,0.0,South-West,2.1,Aotizhongxin,2,Panas
10753,2014,Mei,23,0,71.0,137.0,13.0,54.0,0.5,111.0,25.5,1003.3,14.0,0.0,South-West,1.1,Aotizhongxin,2,Panas
10754,2014,Mei,23,1,76.0,171.0,13.0,40.0,0.5,120.0,22.5,1003.8,16.3,0.0,South,0.2,Aotizhongxin,2,Hangat
10755,2014,Mei,23,2,81.0,162.0,17.0,52.0,0.6,98.0,23.4,1004.0,14.7,0.0,West-South-West,1.6,Aotizhongxin,2,Hangat
10756,2014,Mei,23,3,87.0,169.0,16.0,66.0,0.6,71.0,21.0,1004.1,16.4,0.0,South,0.0,Aotizhongxin,2,Hangat
10757,2014,Mei,23,4,90.0,172.0,16.0,66.0,0.6,64.0,19.5,1004.3,16.2,0.0,South,0.0,Aotizhongxin,2,Hangat
10758,2014,Mei,23,5,97.0,186.0,17.0,70.0,0.8,60.0,19.8,1004.8,16.4,0.0,West-South-West,0.9,Aotizhongxin,2,Hangat
10759,2014,Mei,23,6,112.0,224.0,20.0,71.0,0.8,60.0,22.0,1005.0,17.1,0.0,West,1.2,Aotizhongxin,2,Hangat
10760,2014,Mei,23,7,114.0,229.0,23.0,73.0,0.9,58.0,25.5,1005.6,16.4,0.0,South-West,1.9,Aotizhongxin,2,Panas
10761,2014,Mei,23,8,114.0,237.0,34.0,88.0,0.9,61.0,27.1,1005.4,15.8,0.0,West,0.9,Aotizhongxin,2,Panas
10762,2014,Mei,23,9,117.0,238.0,40.0,73.0,0.9,98.0,30.0,1005.3,16.1,0.0,South-West,1.6,Aotizhongxin,2,Panas
10763,2014,Mei,23,10,120.0,217.0,45.0,64.0,0.9,137.0,31.3,1005.0,16.5,0.0,West-South-West,3.5,Aotizhongxin,2,Panas
10764,2014,Mei,23,11,104.0,177.0,42.0,44.0,0.9,194.0,32.2,1004.7,14.8,0.0,South-West,3.0,Aotizhongxin,2,Panas
10765,2014,Mei,23,12,94.0,115.0,32.0,29.0,0.7,215.0,31.3,1004.3,13.6,0.0,South-West,3.5,Aotizhongxin,2,Panas
10766,2014,Mei,23,13,84.0,121.0,23.0,22.0,0.5,217.0,32.2,1003.8,13.9,0.0,South-South-West,2.2,Aotizhongxin,2,Panas
10767,2014,Mei,23,14,73.0,140.0,18.0,27.0,0.5,213.0,32.3,1003.4,12.0,0.0,South-West,3.1,Aotizhongxin,2,Panas
10768,2014,Mei,23,15,63.0,63.0,13.0,23.0,0.4,187.0,31.3,1002.8,10.6,0.0,South-West,3.1,Aotizhongxin,2,Panas
10769,2014,Mei,23,16,57.0,143.0,12.0,23.0,0.4,183.0,30.8,1002.7,11.2,0.0,West-South-West,3.6,Aotizhongxin,2,Panas
10770,2014,Mei,23,17,59.0,140.0,14.0,26.0,0.4,189.0,30.1,1002.7,13.0,0.0,West-South-West,1.8,Aotizhongxin,2,Panas
10771,2014,Mei,23,18,54.0,92.0,13.0,34.0,0.4,173.0,29.4,1002.8,14.0,0.0,South-West,1.3,Aotizhongxin,2,Panas
10772,2014,Mei,23,19,58.0,132.0,12.0,39.0,0.5,166.0,27.0,1003.0,16.0,0.0,South-West,0.0,Aotizhongxin,2,Panas
10773,2014,Mei,23,20,67.0,154.0,13.0,45.0,0.5,152.0,26.1,1003.3,15.5,0.0,South-South-East,1.1,Aotizhongxin,2,Panas
10774,2014,Mei,23,21,78.0,207.0,12.0,75.0,0.6,102.0,27.3,1003.4,14.3,0.0,East-South-East,0.1,Aotizhongxin,2,Panas
10775,2014,Mei,23,22,86.0,193.0,12.0,106.0,0.9,63.0,26.0,1003.0,16.0,0.0,South-East,0.1,Aotizhongxin,2,Panas
10776,2014,Mei,23,23,94.0,225.0,13.0,119.0,1.0,40.0,26.8,1002.6,15.2,0.0,South-South-East,1.9,Aotizhongxin,2,Panas
10777,2014,Mei,24,0,105.0,232.0,23.0,91.0,1.2,92.0,25.0,1002.1,16.7,0.0,South-East,0.0,Aotizhongxin,2,Hangat
10778,2014,Mei,24,1,107.0,215.0,27.0,86.0,1.1,79.0,24.1,1001.8,17.3,0.0,South-South-East,0.0,Aotizhongxin,2,Hangat
10779,2014,Mei,24,2,105.0,192.0,27.0,64.0,1.3,62.0,24.3,1002.2,17.8,0.0,North,1.8,Aotizhongxin,2,Hangat
10780,2014,Mei,24,3,104.0,218.0,22.0,46.0,1.1,59.0,21.3,1002.2,19.2,0.0,North,0.8,Aotizhongxin,2,Hangat
10781,2014,Mei,24,4,104.0,352.0,13.0,56.0,0.9,25.0,19.6,1002.6,19.1,0.5,West,0.0,Aotizhongxin,3,Hangat
10782,2014,Mei,24,5,67.0,131.0,6.0,59.305833186451636,0.6,23.0,19.4,1002.3,19.2,7.3,East-North-East,1.4,Aotizhongxin,2,Hangat
10783,2014,Mei,24,6,69.0,81.0,4.0,39.0,0.5,70.0,19.2,1002.4,19.2,0.3,North-East,0.8,Aotizhongxin,2,Hangat
10784,2014,Mei,24,7,65.0,69.0,3.0,30.0,0.5,74.0,19.4,1002.2,19.4,1.0,North-North-East,0.7,Aotizhongxin,2,Hangat
10785,2014,Mei,24,8,78.0,81.0,2.0,53.0,0.7,29.0,19.3,1002.3,19.3,0.7,North,0.5,Aotizhongxin,2,Hangat
10786,2014,Mei,24,9,90.0,90.0,2.0,48.0,0.8,30.0,19.7,1002.5,19.7,0.3,North-West,1.0,Aotizhongxin,2,Hangat
10787,2014,Mei,24,10,85.0,98.0,2.0,48.0,0.9,23.0,19.6,1002.6,19.6,0.4,North-North-West,0.8,Aotizhongxin,2,Hangat
10788,2014,Mei,24,11,82.0,86.0,2.0,44.0,0.8,32.0,20.1,1002.3,20.1,0.0,East-North-East,0.4,Aotizhongxin,2,Hangat
10789,2014,Mei,24,12,82.77361082632765,110.06039131194316,17.37590140935861,59.305833186451636,1.2629451453977407,56.353358410556304,20.8,1001.9,20.1,0.0,East-North-East,1.4,Aotizhongxin,2,Hangat
10790,2014,Mei,24,13,82.77361082632765,110.06039131194316,17.37590140935861,59.305833186451636,1.2629451453977407,56.353358410556304,21.1,1001.6,20.4,0.0,North-North-East,0.7,Aotizhongxin,2,Hangat
10791,2014,Mei,24,14,70.0,70.0,2.0,49.0,0.9,29.0,21.1,1001.4,20.1,0.0,East,1.1,Aotizhongxin,2,Hangat
10792,2014,Mei,24,15,72.0,72.0,2.0,48.0,0.8,34.0,21.5,1001.1,20.5,0.0,East-North-East,0.4,Aotizhongxin,2,Hangat
10793,2014,Mei,24,16,74.0,74.0,2.0,47.0,0.9,41.0,22.9,1001.3,20.4,0.0,North-East,1.1,Aotizhongxin,2,Hangat
10794,2014,Mei,24,17,87.0,87.0,2.0,47.0,0.9,43.0,22.2,1001.2,20.5,0.0,East,0.4,Aotizhongxin,2,Hangat
10795,2014,Mei,24,18,95.0,95.0,2.0,44.0,0.9,50.0,21.8,1001.7,20.1,0.0,South-East,0.7,Aotizhongxin,2,Hangat
10796,2014,Mei,24,19,90.0,90.0,2.0,48.0,0.9,39.0,21.6,1002.4,20.2,0.0,South-South-East,1.3,Aotizhongxin,2,Hangat
10797,2014,Mei,24,20,82.0,82.0,2.0,49.0,0.9,24.0,21.4,1003.1,20.0,0.0,South-East,0.0,Aotizhongxin,2,Hangat
10798,2014,Mei,24,21,79.0,79.0,2.0,57.0,0.8,21.0,21.1,1003.4,19.6,0.0,South-South-East,1.6,Aotizhongxin,2,Hangat
10799,2014,Mei,24,22,86.0,86.0,2.0,49.0,0.8,34.0,21.0,1003.2,19.6,0.0,South,1.6,Aotizhongxin,2,Hangat
10800,2014,Mei,24,23,93.0,93.0,2.0,39.0,0.7,44.0,20.8,1003.0,19.6,0.0,East-South-East,0.0,Aotizhongxin,2,Hangat
10801,2014,Mei,25,0,99.0,99.0,2.0,39.0,0.7,37.0,20.8,1002.7,19.6,0.0,South-East,0.2,Aotizhongxin,2,Hangat
10802,2014,Mei,25,1,97.0,97.0,2.0,47.0,1.1,17.0,20.5,1002.8,19.5,0.0,South-West,1.1,Aotizhongxin,2,Hangat
10803,2014,Mei,25,2,102.0,102.0,2.0,54.0,1.3,13.0,20.3,1002.5,19.6,0.0,West-North-West,0.4,Aotizhongxin,2,Hangat
10804,2014,Mei,25,3,101.0,101.0,2.0,42.0,1.2,24.0,20.3,1001.7,19.8,0.0,West-South-West,1.1,Aotizhongxin,2,Hangat
10805,2014,Mei,25,4,113.0,113.0,2.0,26.0,0.8,38.0,20.3,1001.7,20.0,0.0,South-West,0.6,Aotizhongxin,2,Hangat
10806,2014,Mei,25,5,120.0,120.0,2.0,26.0,0.7,28.0,20.2,1001.6,20.0,0.0,North-East,1.0,Aotizhongxin,2,Hangat
10807,2014,Mei,25,6,127.0,127.0,2.0,33.0,0.7,17.0,21.3,1002.1,14.0,0.0,North-North-East,1.8,Aotizhongxin,2,Hangat
10808,2014,Mei,25,7,125.0,125.0,2.0,38.0,0.7,20.0,23.8,1001.9,6.1,0.0,North-North-West,1.1,Aotizhongxin,2,Hangat
10809,2014,Mei,25,8,172.0,172.0,4.0,22.0,0.3,68.0,23.1,1001.7,5.0,0.0,North-North-East,1.5,Aotizhongxin,3,Hangat
10810,2014,Mei,25,9,193.0,193.0,3.0,22.0,0.2,72.0,25.5,1001.8,4.6,0.0,North,2.9,Aotizhongxin,3,Panas
10811,2014,Mei,25,10,198.0,601.0,2.0,22.0,0.3,71.0,26.8,1001.3,5.1,0.0,North-North-West,3.5,Aotizhongxin,3,Panas
10812,2014,Mei,25,11,154.0,478.0,2.0,13.0,0.2,82.0,27.2,1000.8,4.3,0.0,North-West,2.9,Aotizhongxin,3,Panas
10813,2014,Mei,25,12,73.0,269.0,2.0,12.0,0.2,87.0,27.4,1000.2,3.1,0.0,West-North-West,5.3,Aotizhongxin,3,Panas
10814,2014,Mei,25,13,22.0,46.0,2.0,11.0,0.2,93.0,27.9,1000.1,3.5,0.0,North,2.9,Aotizhongxin,1,Panas
10815,2014,Mei,25,14,21.0,21.0,3.0,10.0,0.2,97.0,27.8,999.9,-1.2,0.0,North,5.6,Aotizhongxin,1,Panas
10816,2014,Mei,25,15,17.0,88.0,2.0,10.0,0.2,99.0,27.9,999.6,0.6,0.0,North-West,5.7,Aotizhongxin,1,Panas
10817,2014,Mei,25,16,16.0,52.0,2.0,9.0,0.2,102.0,27.8,999.5,2.0,0.0,North-West,2.6,Aotizhongxin,1,Panas
10818,2014,Mei,25,17,16.0,103.0,3.0,10.0,0.2,102.0,27.4,998.8,0.2,0.0,North-North-West,1.7,Aotizhongxin,2,Panas
10819,2014,Mei,25,18,13.0,78.0,3.0,12.0,0.2,97.0,24.7,998.7,6.4,0.0,North-East,0.6,Aotizhongxin,1,Hangat
10820,2014,Mei,25,19,11.0,53.0,2.0,17.0,0.2,88.0,23.9,999.2,-1.9,0.0,North,2.7,Aotizhongxin,1,Hangat
10821,2014,Mei,25,20,11.0,54.0,2.0,34.0,0.3,65.0,23.2,999.9,-0.4,0.0,North-North-East,1.7,Aotizhongxin,1,Hangat
10822,2014,Mei,25,21,16.0,34.0,2.0,47.0,0.4,48.0,20.7,1000.2,3.0,0.0,West-North-West,0.0,Aotizhongxin,1,Hangat
10823,2014,Mei,25,22,22.0,110.0,2.0,82.0,0.5,9.0,17.6,1000.2,5.5,0.0,South-West,0.2,Aotizhongxin,2,Hangat
10824,2014,Mei,25,23,25.0,84.0,3.0,94.0,0.7,2.0,18.3,1000.0,2.2,0.0,South,0.7,Aotizhongxin,1,Hangat
10825,2014,Mei,26,0,32.0,120.0,3.0,93.0,0.7,2.0,16.8,999.9,7.4,0.0,East-South-East,0.4,Aotizhongxin,2,Hangat
10826,2014,Mei,26,1,24.0,70.0,2.0,83.0,0.5,2.0,14.6,999.4,6.2,0.0,West-North-West,0.0,Aotizhongxin,1,Sejuk
10827,2014,Mei,26,2,21.0,60.0,2.0,83.0,0.4,2.0,14.6,999.0,7.4,0.0,West-North-West,0.0,Aotizhongxin,1,Sejuk
10828,2014,Mei,26,3,24.0,106.0,3.0,81.0,0.4,2.0,13.9,998.4,8.1,0.0,West-South-West,0.0,Aotizhongxin,2,Sejuk
10829,2014,Mei,26,4,14.0,14.0,2.0,79.0,0.4,2.0,13.4,998.2,8.0,0.0,South-West,0.1,Aotizhongxin,1,Sejuk
10830,2014,Mei,26,5,11.0,76.0,2.0,79.0,0.4,2.0,14.0,998.1,9.0,0.0,West,0.1,Aotizhongxin,1,Sejuk
10831,2014,Mei,26,6,20.0,115.0,2.0,75.0,0.4,2.0,17.9,997.8,12.6,0.0,West-South-West,1.2,Aotizhongxin,2,Hangat
10832,2014,Mei,26,7,41.0,192.0,5.0,70.0,0.6,2.0,22.2,997.1,10.7,0.0,North,1.0,Aotizhongxin,2,Hangat
10833,2014,Mei,26,8,39.0,39.0,6.0,82.0,0.6,5.0,27.0,996.3,7.9,0.0,West-South-West,1.4,Aotizhongxin,1,Panas
10834,2014,Mei,26,9,29.0,29.0,5.0,74.0,0.6,35.0,29.8,995.5,4.4,0.0,West,1.7,Aotizhongxin,1,Panas
10835,2014,Mei,26,10,23.0,80.0,5.0,56.0,0.5,67.0,32.8,994.7,2.8,0.0,North-West,1.3,Aotizhongxin,1,Panas
10836,2014,Mei,26,11,30.0,87.0,6.0,55.0,0.5,81.0,31.9,993.4,6.9,0.0,South-West,3.3,Aotizhongxin,1,Panas
10837,2014,Mei,26,12,31.0,82.0,6.0,40.0,0.4,104.0,32.3,992.3,7.9,0.0,South-West,2.8,Aotizhongxin,1,Panas
10838,2014,Mei,26,13,27.0,79.0,6.0,30.0,0.3,132.0,32.1,991.3,7.7,0.0,South-West,2.8,Aotizhongxin,1,Panas
10839,2014,Mei,26,14,30.0,80.0,6.0,23.0,0.3,145.0,33.3,989.9,8.7,0.0,South-West,2.6,Aotizhongxin,1,Panas
10840,2014,Mei,26,15,40.0,162.0,6.0,35.0,0.3,150.0,34.6,989.0,9.1,0.0,West-North-West,1.3,Aotizhongxin,2,Panas
10841,2014,Mei,26,16,39.0,134.0,6.0,39.0,0.3,149.0,35.5,988.2,1.7,0.0,West-North-West,2.6,Aotizhongxin,2,Panas
10842,2014,Mei,26,17,44.0,44.0,6.0,49.0,0.4,128.0,35.4,987.7,0.4,0.0,North-North-West,3.0,Aotizhongxin,1,Panas
10843,2014,Mei,26,18,25.0,25.0,4.0,27.0,0.3,114.0,32.4,988.2,-0.7,0.0,West,2.5,Aotizhongxin,1,Panas
10844,2014,Mei,26,19,18.0,18.0,3.0,25.0,0.3,109.0,27.1,988.8,2.2,0.0,North-East,1.0,Aotizhongxin,1,Panas
10845,2014,Mei,26,20,20.0,112.0,3.0,44.0,0.4,78.0,24.5,989.4,5.3,0.0,West-North-West,0.0,Aotizhongxin,2,Hangat
10846,2014,Mei,26,21,32.0,121.0,4.0,108.0,0.6,8.0,22.8,989.5,6.5,0.0,South-South-West,0.7,Aotizhongxin,2,Hangat
10847,2014,Mei,26,22,41.0,178.0,6.0,125.0,0.9,2.0,21.4,989.5,8.3,0.0,South-West,0.9,Aotizhongxin,2,Hangat
10848,2014,Mei,26,23,38.0,62.0,5.0,118.0,0.8,2.0,20.0,989.5,9.0,0.0,West,0.2,Aotizhongxin,1,Hangat
10849,2014,Mei,27,0,37.0,83.0,9.0,122.0,0.7,2.0,18.5,989.3,9.0,0.0,West,0.0,Aotizhongxin,1,Hangat
10850,2014,Mei,27,1,27.0,166.0,7.0,108.0,0.6,2.0,17.5,988.9,8.4,0.0,West-North-West,0.0,Aotizhongxin,2,Hangat
10851,2014,Mei,27,2,29.0,125.0,6.0,83.0,0.7,2.0,17.7,988.9,9.3,0.0,East-South-East,0.0,Aotizhongxin,2,Hangat
10852,2014,Mei,27,3,46.0,180.0,10.0,100.0,0.7,2.0,17.8,988.8,10.9,0.0,South-East,0.0,Aotizhongxin,2,Hangat
10853,2014,Mei,27,4,44.0,67.0,7.0,97.0,0.5,2.0,18.1,988.8,10.2,0.0,West-South-West,0.6,Aotizhongxin,1,Hangat
10854,2014,Mei,27,5,41.0,182.0,5.0,59.305833186451636,0.4,2.0,20.7,989.2,8.3,0.0,North-North-East,0.5,Aotizhongxin,2,Hangat
10855,2014,Mei,27,6,51.0,88.0,6.0,101.0,0.5,2.0,21.3,989.5,14.5,0.0,South-West,0.6,Aotizhongxin,2,Hangat
10856,2014,Mei,27,7,114.0,315.0,4.0,59.0,0.3,48.0,29.0,989.3,7.0,0.0,North-North-East,2.1,Aotizhongxin,3,Panas
10857,2014,Mei,27,8,145.0,526.0,3.0,69.0,0.4,42.0,30.6,989.3,0.1,0.0,North,4.0,Aotizhongxin,3,Panas
10858,2014,Mei,27,9,139.0,483.0,4.0,24.0,0.3,89.0,31.0,989.7,-0.7,0.0,North,6.1,Aotizhongxin,3,Panas
10859,2014,Mei,27,10,53.0,120.0,3.0,12.0,0.2,112.0,30.0,990.2,3.9,0.0,North-West,5.6,Aotizhongxin,2,Panas
10860,2014,Mei,27,11,82.77361082632765,110.06039131194316,4.0,32.0,0.2,106.0,30.4,990.0,6.3,0.0,North,5.8,Aotizhongxin,2,Panas
10861,2014,Mei,27,12,82.77361082632765,110.06039131194316,2.0,13.0,0.2,111.0,30.7,989.6,5.2,0.0,North-North-West,5.0,Aotizhongxin,2,Panas
10862,2014,Mei,27,13,7.0,7.0,2.0,11.0,0.1,111.0,30.3,990.1,6.2,0.0,North-North-East,5.2,Aotizhongxin,1,Panas
10863,2014,Mei,27,14,14.0,14.0,2.0,12.0,0.1,104.0,27.7,990.7,11.7,0.0,North-East,2.4,Aotizhongxin,1,Panas
10864,2014,Mei,27,15,16.0,16.0,2.0,16.0,0.2,91.0,29.5,990.7,10.1,0.0,North-North-East,2.1,Aotizhongxin,1,Panas
10865,2014,Mei,27,16,14.0,14.0,2.0,23.0,0.6,80.0,31.2,989.9,5.6,0.0,North-North-East,3.3,Aotizhongxin,1,Panas
10866,2014,Mei,27,17,16.0,16.0,2.0,18.0,0.2,88.0,31.9,990.1,1.1,0.0,North-North-East,4.2,Aotizhongxin,1,Panas
10867,2014,Mei,27,18,82.77361082632765,110.06039131194316,17.37590140935861,59.305833186451636,1.2629451453977407,56.353358410556304,30.8,991.6,0.2,0.0,North-North-East,4.2,Aotizhongxin,2,Panas
10868,2014,Mei,27,19,14.0,14.0,2.0,16.0,0.2,97.0,28.8,992.7,2.1,0.0,North-East,1.6,Aotizhongxin,1,Panas
10869,2014,Mei,27,20,12.0,12.0,2.0,14.0,0.2,97.0,23.1,994.2,8.0,0.0,West-North-West,0.5,Aotizhongxin,1,Hangat
10870,2014,Mei,27,21,13.0,13.0,2.0,25.0,0.2,81.0,20.3,995.1,8.6,0.0,North,0.0,Aotizhongxin,1,Hangat
10871,2014,Mei,27,22,13.0,13.0,2.0,32.0,0.2,68.0,18.8,995.4,8.7,0.0,North-North-West,0.0,Aotizhongxin,1,Hangat
10872,2014,Mei,27,23,14.0,14.0,2.0,52.0,0.3,44.0,18.1,995.7,10.7,0.0,North-North-East,0.1,Aotizhongxin,1,Hangat
